0.46198E-01 0.88008E-04 0.00000E+01 109974 0 0 6212 0.13450E+06 0.00000E+01 0.46198E-01 0.00000E+01 0.00000E+01 0
1 0.047664 0.0012605 1.3529 0.20483 0.047664
2 0.046808 0.00046779 0.72302 0.13196 0.046808
3 0.046162 0.00020408 0.45232 0.083685 0.046162
4 0.046085 0.0012351 1.371 0.20473 0.046085
5 0.046236 0.00046938 0.73444 0.13574 0.046236
6 0.045985 0.00020558 0.4574 0.086917 0.045985
7 0.04631 0.0012517 1.3827 0.2046 0.04631
8 0.04641 0.00046348 0.7225 0.12496 0.04641
9 0.045913 0.00020675 0.46072 0.078858 0.045913
10 0.043767 0.0011985 1.4009 0.20543 0.043767
11 0.045858 0.00046791 0.73818 0.13409 0.045858
12 0.046388 0.00020356 0.44898 0.086273 0.046388
13 0.046007 0.0012311 1.3689 0.2057 0.046007
14 0.046632 0.00046584 0.72271 0.12703 0.046632
15 0.046251 0.00020424 0.45181 0.080881 0.046251
16 0.047398 0.0012469 1.3458 0.20557 0.047398
17 0.04598 0.00046821 0.73671 0.12096 0.04598
18 0.046326 0.00020426 0.45112 0.07938 0.046326
<lo_statistics>
<cumulated_time> 3.3764209999999997 </cumulated_time>
</lo_statistics>
